HH Size,HH Income,Mean HH Age,Rent,Latest Subsidy,First Subsidy,Late Fees?,Military,Disability,PrimaryIncome,Negative,Validation Stratified by Negative
1,2100,26.84,612,581,559,N,NA,NA,N,1,Training
1,8520,64.32,623,7,608,N,NA,NA,NA,1,Training
1,18564,57.84,450,0,0,Y,NA,NA,NA,1,Training
2,15012,55.87,685,0,0,N,Yes,NA,SS,1,Training
1,1104,31.43,606,556,556,N,NA,NA,G,1,Training
1,26970,25.92,832,0,0,Y,NA,NA,W,1,Training
1,2436,25.63,625,576,562,Y,NA,NA,G,1,Training
1,600,26.38,625,562,582,Y,NA,NA,N,1,Training
1,2436,24.99,658,607,607,Y,NA,NA,G,1,Training
2,6384,12.26,823,740,675,Y,No,NA,G,1,Training
1,24960,34.6,440,0,0,Y,NA,NA,W,1,Training
1,2031,53.52,569,483,486,N,NA,NA,G,1,Training
1,2436,29.13,612,573,551,Y,NA,NA,G,1,Training
1,18200,46.18,470,0,0,Y,NA,NA,NA,1,Training
4,7599,13.86,812,500,400,N,No,NA,CS,1,Training
2,19827,12.39,665,0,0,Y,NA,NA,W,1,Training
1,11000,40.67,400,0,0,Y,NA,NA,NA,1,Training
1,3912,44.16,645,645,645,N,NA,NA,N,1,Training
1,8088,27.45,575,372,372,N,NA,NA,SS,1,Training
2,9960,28.76,1200,0,0,N,NA,NA,NA,1,Training
1,8088,59.86,608,23,23,N,NA,NA,NA,1,Training
1,1486,22.66,625,507,538,Y,NA,NA,W,1,Training
1,24960,34.6,440,0,0,Y,NA,NA,W,1,Training
1,9419,28.06,612,393,373,Y,NA,NA,W,1,Training
1,3000,20.14,625,504,538,Y,NA,NA,G,1,Training
1,21888,25.64,615,0,0,Y,Yes,NA,U,1,Training
1,3492,49.65,645,645,645,N,NA,NA,N,1,Training
2,5244,52.35,1132,1132,1132,N,NA,NA,NA,1,Training
1,12000,,500,0,0,N,NA,NA,NA,1,Training
1,23520,23.97,675,0,0,N,NA,NA,W,1,Training
1,12000,,500,0,0,N,NA,NA,NA,1,Training
1,5343,21.78,625,614,559,Y,NA,NA,W,1,Training
1,0,59.89,539,489,475,N,NA,NA,N,1,Training
1,23717,26.32,440,0,0,Y,NA,NA,W,1,Training
1,10216,53.16,638,473,421,Y,NA,NA,SS,1,Training
1,1068,54.41,608,608,608,N,NA,NA,NA,1,Training
1,9300,53.48,433,0,0,N,NA,NA,SS,1,Training
1,15600,46.23,437,0,0,Y,NA,NA,B,1,Training
1,2988,70.63,405,0,0,N,NA,NA,SS,1,Training
2,14177,24.78,670,0,0,Y,NA,NA,W,1,Training
1,15415,58.51,430,0,0,Y,NA,NA,NA,1,Training
1,21600,22.91,580,0,0,Y,NA,NA,W,1,Training
1,14237,27.45,743,553,355,Y,NA,NA,W,1,Training
1,2436,25.63,625,576,562,Y,NA,NA,G,1,Training
2,26707,20.67,812,0,0,Y,NA,NA,W,1,Training
1,1104,55.27,608,608,608,N,NA,NA,NA,1,Training
1,1692,51.17,606,556,549,Y,NA,NA,G,1,Training
2,12139,35.06,640,0,0,Y,NA,NA,NA,1,Training
1,22560,,940,0,0,N,NA,NA,NA,1,Training
2,14177,24.78,670,0,0,Y,NA,NA,W,1,Training
1,24960,24.93,796,0,0,N,NA,NA,W,1,Training
1,9707,57.06,430,0,0,Y,NA,NA,SI,1,Training
2,29800,26,796,0,0,Y,NA,NA,B,1,Training
1,21219,25.53,415,0,0,N,NA,NA,F,1,Training
1,3000,22.51,625,562,562,Y,NA,NA,G,1,Training
1,2436,25.29,625,562,562,Y,NA,NA,G,1,Training
2,24960,28.98,635,0,0,Y,NA,NA,W,1,Training
1,10736,34.3,455,0,0,Y,NA,NA,W,1,Training
2,16960,40.72,827,0,0,N,NA,NA,SS,1,Training
1,19036,23.64,430,0,0,Y,NA,NA,NA,1,Training
1,22400,34.29,608,0,0,Y,NA,NA,W,1,Training
1,1044,21.56,625,505,538,Y,NA,NA,N,1,Training
1,0,27,638,0,0,Y,NA,NA,NA,1,Training
1,9060,62.59,608,23,23,N,NA,NA,NA,1,Training
1,12000,,500,0,0,N,NA,NA,NA,1,Training
1,1152,57.53,599,538,486,Y,NA,NA,G,1,Training
2,5244,14.45,810,748,748,Y,NA,NA,G,1,Training
1,3504,37.67,645,645,645,N,NA,NA,N,1,Training
1,2436,54.78,606,538,508,Y,NA,NA,G,1,Training
1,1068,44.49,606,556,549,Y,NA,NA,G,1,Training
1,11052,47.72,430,0,0,Y,Yes,NA,SI,1,Training
1,1408,65.63,525,500,500,N,NA,NA,NA,1,Training
1,3180,55.6,623,623,623,N,NA,NA,NA,1,Training
2,6666,30.2,755,755,750,N,NA,NA,T,1,Training
1,10556,56.93,599,335,335,Y,NA,NA,U,1,Training
1,2548,25.43,625,562,557,Y,NA,NA,W,1,Training
1,4235,23.79,625,538,541,Y,NA,NA,W,1,Training
1,8251,48.12,405,0,0,N,NA,NA,SI,1,Training
1,3000,26.32,743,694,707,N,NA,NA,G,1,Training
1,9060,56.96,478,0,0,Y,NA,NA,SI,1,Training
1,2436,31.27,606,545,531,Y,NA,NA,G,1,Training
1,2436,30.85,605,558,457,Y,NA,NA,G,1,Training
2,15735,70.03,595,-258,0,N,NA,NA,W,1,Training
1,5722,37.27,671,524,513,N,NA,NA,SS,1,Training
1,1068,66.98,455,455,441,N,NA,NA,G,1,Training
3,2652,14.55,868,836,832,Y,NA,NA,G,1,Training
1,9300,53.48,433,0,0,N,NA,NA,SS,1,Training
1,13250,25.32,470,0,0,Y,No,NA,W,1,Training
1,3984,48.56,599,599,575,N,NA,NA,N,1,Training
1,1104,56.24,608,608,608,N,NA,NA,NA,1,Training
1,15379,50.36,634,0,0,Y,NA,NA,W,1,Training
2,16984,31.47,705,705,705,N,NA,NA,W,1,Training
2,24659,15.15,631,0,0,Y,NA,NA,W,1,Training
1,8088,59.39,405,0,0,Y,NA,NA,SS,1,Training
1,28936,24.45,700,0,0,Y,NA,NA,W,1,Training
1,19906,42.87,443,0,0,Y,NA,NA,NA,1,Training
1,10320,,430,0,0,N,NA,NA,NA,1,Training
1,15659,24.7,625,275,283,Y,NA,NA,W,1,Training
1,8376,24.88,484,0,0,Y,NA,NA,SS,1,Training
1,8076,53.59,382,0,0,N,NA,NA,SI,1,Training
1,14592,,608,608,608,N,NA,NA,NA,1,Training
1,10556,56.93,599,335,335,Y,NA,NA,U,1,Training
1,26000,36.42,435,0,0,N,NA,NA,F,1,Training
1,6328,58.23,599,388,422,N,NA,NA,SI,1,Training
1,30000,61.53,1075,0,0,Y,NA,NA,NA,1,Training
1,2436,24.99,658,607,607,Y,NA,NA,G,1,Training
1,17220,55.45,411,0,0,Y,NA,NA,W,1,Training
1,21600,,900,0,0,N,NA,NA,NA,1,Training
1,10320,,430,0,0,N,NA,NA,NA,1,Training
2,5244,20.27,738,719,360,N,NA,NA,T,1,Training
1,31356,39.29,701,0,0,N,NA,NA,W,1,Training
1,3504,37.67,645,645,645,N,NA,NA,N,1,Training
1,8088,54.07,190,251,251,N,NA,NA,SS,1,Training
1,1212,46.85,650,650,650,N,NA,NA,NA,1,Training
1,33600,36.97,950,0,0,N,NA,NA,NA,1,Training
1,23717,26.32,440,0,0,Y,NA,NA,W,1,Training
1,9419,28.06,612,393,373,Y,NA,NA,W,1,Training
2,11496,57.18,456,0,0,Y,NA,NA,NA,1,Training
1,28010,72.27,595,-1,0,N,NA,NA,SS,1,Training
1,18564,57.84,450,0,0,Y,NA,NA,NA,1,Training
1,2436,57.03,608,608,608,N,NA,NA,NA,1,Training
1,2364,32.07,638,579,557,Y,NA,NA,G,1,Training
1,36000,40.22,1270,0,0,Y,NA,NA,NA,1,Training
1,19560,,815,0,0,Y,NA,NA,NA,1,Training
1,8712,34.71,478,0,0,N,NA,NA,SS,1,Training
1,8160,57.16,450,0,0,Y,NA,NA,NA,1,Training
1,14845,41.29,440,0,0,Y,No,NA,W,1,Training
1,3168,40.04,623,623,623,N,NA,NA,NA,1,Training
2,15600,15.28,617,0,0,Y,NA,NA,W,1,Training
1,13104,26.48,612,258,258,Y,NA,NA,W,1,Training
1,8497,41,434,0,0,N,NA,NA,SS,1,Training
1,16171,24.83,549,0,0,Y,NA,NA,W,1,Training
1,30000,58.95,930,0,0,Y,NA,NA,NA,1,Training
4,9988,15.33,907,0,0,Y,NA,NA,T,1,Training
1,24960,32.73,540,0,0,N,NA,NA,NA,1,Training
1,11512,57.75,478,0,0,N,NA,NA,SS,1,Training
1,2436,59.87,455,455,440,N,NA,NA,G,1,Training
2,7836,61.04,645,0,0,N,NA,NA,N,1,Training
1,800,44.7,539,489,486,N,NA,NA,B,1,Training
1,19911,30.48,600,0,0,Y,NA,NA,W,1,Training
1,44976,38.53,1099,0,0,N,NA,NA,NA,1,Training
1,11112,40.13,490,0,0,Y,NA,NA,NA,1,Training
2,14177,24.78,670,0,0,Y,NA,NA,W,1,Training
1,8688,48.39,407,0,0,N,NA,NA,SI,1,Training
1,1212,46.85,650,650,650,N,NA,NA,NA,1,Training
1,15652,24.35,433,433,433,N,NA,NA,W,1,Training
1,18200,25.45,580,0,0,N,NA,NA,W,1,Training
1,2436,28.34,394,333,333,N,NA,NA,G,1,Training
1,3084,43.21,630,630,630,N,NA,NA,N,1,Training
1,13200,34.82,450,0,0,Y,NA,NA,N,1,Training
1,13200,34.82,450,0,0,Y,NA,NA,N,1,Training
1,13800,50.56,525,0,0,N,NA,NA,SI,1,Training
1,19911,30.48,600,0,0,Y,NA,NA,W,1,Training
1,1068,42.36,606,556,549,Y,NA,NA,G,1,Training
3,19237,35.41,1181,549,785,N,NA,NA,CS,1,Training
1,9348,63.6,411,0,0,Y,NA,NA,SS,1,Training
1,2318,26.41,593,549,549,Y,NA,NA,N,1,Training
1,66297,67.6,830,0,0,N,NA,NA,NA,1,Training
1,2436,39.36,608,608,608,N,NA,NA,NA,1,Training
1,21412,29.11,550,0,0,N,NA,NA,F,1,Training
1,3168,27.9,623,623,623,N,NA,NA,NA,1,Training
1,8688,48.39,407,0,0,N,NA,NA,SI,1,Training
1,1104,65.15,608,608,608,N,NA,NA,NA,1,Training
1,17600,31.64,503,0,0,N,NA,NA,W,1,Training
1,8376,56.55,478,0,0,N,NA,NA,SI,1,Training
1,10320,,430,0,0,Y,NA,NA,NA,1,Training
2,9960,28.76,1200,0,0,N,NA,NA,NA,1,Training
1,13229,56.33,455,0,0,Y,NA,NA,SI,1,Training
1,8622,34.45,411,0,0,Y,NA,NA,SS,1,Training
1,13450,36.04,628,471,384,Y,NA,NA,W,1,Training
1,16171,24.83,549,0,0,Y,NA,NA,W,1,Training
1,12960,,540,0,0,Y,NA,NA,NA,1,Training
3,19237,35.41,1181,549,785,N,NA,NA,CS,1,Training
1,1068,36.35,433,441,433,N,NA,NA,G,1,Training
2,19176,,799,0,0,N,NA,NA,NA,1,Training
1,12376,59.02,448,0,0,N,NA,NA,W,1,Training
1,18200,46.18,470,0,0,Y,NA,NA,NA,1,Training
1,1104,31.43,606,556,556,N,NA,NA,G,1,Training
1,13900,23.25,649,0,0,Y,NA,NA,W,1,Training
1,10560,53.73,623,37,623,N,NA,NA,NA,1,Training
1,12733,28.82,421,0,0,Y,No,NA,W,1,Training
1,20800,49.47,540,0,0,Y,NA,NA,F,1,Training
1,16120,27.86,470,0,0,N,NA,NA,W,1,Training
1,20280,30.8,655,0,0,Y,NA,NA,W,1,Training
1,18018,28.31,484,0,0,Y,NA,NA,W,1,Training
1,19000,36.92,900,0,0,Y,NA,NA,NA,1,Training
1,18200,25.45,580,0,0,N,NA,NA,W,1,Training
1,1104,56.55,623,623,623,N,Yes,NA,NA,1,Training
1,16253,25.55,421,0,0,Y,NA,NA,W,1,Training
1,7176,52.85,405,0,0,Y,NA,NA,N,1,Training
1,9984,25.8,635,490,572,Y,NA,NA,W,1,Training
1,360,31.02,612,584,562,N,NA,NA,N,1,Training
2,26400,,1100,0,0,N,NA,NA,NA,1,Training
1,3804,25.12,570,593,570,N,NA,NA,N,1,Training
1,8494,47.2,521,372,348,Y,NA,NA,SS,1,Training
1,3504,57.21,645,645,645,N,NA,NA,N,1,Training
4,11571,44.5,1149,706,706,Y,NA,NA,N,1,Training
1,21294,43.52,847,0,0,N,NA,NA,W,1,Training
1,13080,,545,0,0,Y,NA,NA,NA,1,Training
1,2436,52.21,539,478,475,N,NA,NA,G,1,Training
1,1128,44.59,628,578,578,N,NA,NA,G,1,Training
1,19000,36.92,900,0,0,Y,NA,NA,NA,1,Training
2,21840,28.33,480,0,0,N,NA,NA,NA,1,Training
2,10866,55.18,360,360,360,N,NA,NA,NA,1,Training
1,16171,24.83,549,0,0,Y,NA,NA,W,1,Training
1,17870,28.7,520,0,0,Y,NA,NA,W,1,Training
1,11273,39.91,478,0,0,N,NA,NA,B,1,Training
1,10944,44.65,456,456,456,N,NA,NA,NA,1,Training
1,2436,51.38,407,346,346,N,NA,NA,G,1,Training
1,1068,54.41,608,608,608,N,NA,NA,NA,1,Training
1,2436,24.83,625,538,562,Y,NA,NA,G,1,Training
1,18141,35.93,430,0,0,N,NA,NA,F,1,Training
1,8508,37.53,606,382,366,Y,NA,NA,SS,1,Training
1,11088,66.15,456,0,0,N,NA,NA,NA,1,Training
2,42000,27.6,925,0,0,Y,No,NA,NA,1,Training
2,16984,31.47,705,705,705,N,NA,NA,W,1,Training
1,9060,50.94,441,0,0,N,NA,NA,SS,1,Training
1,16521,23.45,495,0,0,Y,NA,NA,W,1,Training
2,5244,14.4,810,704,704,Y,NA,NA,T,1,Training
1,600,26.64,575,525,495,N,NA,NA,N,1,Training
1,19500,55.82,384,0,0,Y,NA,NA,W,1,Training
1,17220,55.45,411,0,0,Y,NA,NA,W,1,Training
1,53000,32.57,799,0,0,Y,NA,NA,NA,1,Training
1,21672,65.75,885,0,0,N,NA,NA,NA,1,Training
1,8088,54.07,190,251,251,N,NA,NA,SS,1,Training
1,7176,52.85,405,0,0,Y,NA,NA,N,1,Training
1,20160,35.36,675,0,0,N,NA,NA,W,1,Training
1,14000,66.18,614,0,0,Y,NA,NA,F,1,Training
1,2364,32.67,441,392,392,N,NA,NA,G,1,Training
1,2436,39.36,608,608,608,N,NA,NA,NA,1,Training
1,8688,48.39,407,0,0,N,NA,NA,SI,1,Training
1,14592,,608,608,608,N,NA,NA,NA,1,Training
1,22695,54.28,435,0,0,N,NA,NA,F,1,Training
1,8616,50.78,625,0,0,N,NA,NA,SI,1,Training
1,21600,36.32,675,0,0,Y,NA,NA,W,1,Training
1,14912,51.67,616,286,156,Y,NA,NA,SS,1,Training
3,24000,37.87,852,0,0,Y,NA,NA,NA,1,Training
4,7599,13.86,812,500,400,N,No,NA,CS,1,Training
1,14400,29.41,470,0,0,Y,NA,NA,NA,1,Training
1,600,28.5,612,582,562,Y,NA,NA,N,1,Training
1,6435,24.45,625,562,516,N,NA,NA,W,1,Training
1,3804,25.12,570,593,570,N,NA,NA,N,1,Training
1,30000,44.33,825,0,0,Y,NA,NA,NA,1,Training
1,21320,27.25,612,582,562,N,NA,NA,W,1,Training
1,12000,62.44,415,0,0,N,NA,NA,F,1,Training
1,16968,,707,522.27,522.27,N,NA,NA,NA,1,Training
1,8160,57.16,450,0,0,Y,NA,NA,NA,1,Training
1,1068,58.56,608,608,608,N,NA,NA,NA,1,Training
1,2436,52,440,0,0,N,NA,NA,G,1,Training
2,5244,20.27,738,719,360,N,NA,NA,T,1,Training
1,19911,30.48,600,0,0,Y,NA,NA,W,1,Training
1,600,56.55,640,282,579,Y,NA,NA,N,1,Training
1,15379,50.36,634,0,0,Y,NA,NA,W,1,Training
1,30000,61.53,1075,0,0,Y,NA,NA,NA,1,Training
2,5244,20.27,738,719,360,N,NA,NA,T,1,Training
1,2604,53.57,857,849,0,Y,NA,NA,F,1,Training
2,60000,32.39,1365,0,0,N,NA,NA,NA,1,Training
1,11674,57.5,596,197,273,N,NA,NA,W,1,Training
1,22695,54.28,435,0,0,N,NA,NA,F,1,Training
3,9773,26.63,1181,374,933,Y,NA,NA,SI,1,Training
1,1408,65.63,525,500,500,N,NA,NA,NA,1,Training
1,2436,31.27,606,545,531,Y,NA,NA,G,1,Training
1,1128,44.59,628,578,578,N,NA,NA,G,1,Training
1,11088,66.15,456,0,0,N,NA,NA,NA,1,Training
1,14560,36.02,50,528,528,N,NA,NA,W,1,Training
2,31200,31.1,978,560,858,Y,NA,NA,W,1,Training
1,19824,42.12,470,0,0,Y,NA,NA,W,1,Training
1,12376,59.02,448,0,0,N,NA,NA,W,1,Training
1,1152,52.04,539,149,486,N,NA,NA,G,1,Training
1,30000,61.53,1075,0,0,Y,NA,NA,NA,1,Training
1,8387,28.87,575,539,557,Y,NA,NA,W,1,Training
1,11273,39.91,478,0,0,N,NA,NA,B,1,Training
1,3180,55.6,623,623,623,N,NA,NA,NA,1,Training
1,5628,53.46,561,561,550,N,NA,NA,NA,1,Training
1,10440,57.94,576,311.1,315,N,Yes,NA,SS,1,Training
1,15080,24.45,440,0,0,Y,NA,NA,W,1,Training
1,13920,58.85,443,0,0,N,NA,NA,W,1,Training
1,23680,63.22,478,0,0,N,NA,NA,B,1,Training
1,13080,,545,0,0,Y,NA,NA,NA,1,Training
1,2436,37.4,608,608,608,N,NA,NA,NA,1,Training
1,1212,62.2,606,551,478,N,NA,NA,G,1,Training
1,13080,,545,0,0,Y,NA,NA,NA,1,Training
1,21320,27.25,612,582,562,N,NA,NA,W,1,Training
1,16120,60.41,432,0,0,Y,NA,NA,W,1,Training
1,3168,60.43,623,623,623,N,NA,NA,NA,1,Training
1,13229,56.33,455,0,0,Y,NA,NA,SI,1,Training
1,2436,57.03,608,608,608,N,NA,NA,NA,1,Training
1,13229,56.33,455,0,0,Y,NA,NA,SI,1,Training
1,10488,30.88,425,0,0,N,NA,NA,NA,1,Training
1,10659,53.59,478,0,0,Y,NA,NA,B,1,Training
1,8088,70.45,385,0,0,Y,NA,NA,SS,1,Training
1,16171,24.83,549,0,0,Y,NA,NA,W,1,Training
2,44000,43.38,1325,0,0,Y,NA,NA,NA,1,Training
1,8497,41,434,0,0,N,NA,NA,SS,1,Training
1,1104,56.24,608,608,608,N,NA,NA,NA,1,Training
3,13554,27.13,745,0,0,N,NA,NA,SS,1,Training
1,4800,58.51,645,645,645,N,NA,NA,G,1,Training
1,9060,48.68,431,250,199,Y,NA,NA,SI,1,Training
1,7987,61.32,440,214,213,Y,NA,NA,SI,1,Training
1,2436,24.99,658,607,607,Y,NA,NA,G,1,Training
1,9303,52.36,405,0,0,N,NA,NA,SI,1,Training
1,18720,24.21,480,0,0,Y,NA,NA,W,1,Training
1,13200,34.82,450,0,0,Y,NA,NA,N,1,Training
1,7279,49.17,415,433,0,N,NA,NA,SS,1,Training
2,5244,18.27,810,704,704,N,NA,NA,G,1,Training
1,2436,47.27,569,508,478,N,NA,NA,G,1,Training
1,13949,38.95,450,0,0,N,NA,NA,W,1,Training
2,36072,64.85,1300,0,0,Y,NA,NA,NA,1,Training
1,18000,46.16,535,0,0,N,NA,NA,W,1,Training
1,8088,44.08,478,0,0,Y,NA,NA,SS,1,Training
1,16549,39.31,625,0,0,Y,NA,NA,W,1,Training
1,10400,22.48,645,391,375,Y,NA,NA,W,1,Training
1,21600,22.91,580,0,0,Y,NA,NA,W,1,Training
1,11820,66.17,440,0,0,N,NA,NA,N,1,Training
1,1068,57.21,606,556,508,N,NA,NA,G,1,Training
1,22121,55.77,460,0,0,Y,NA,NA,W,1,Training
1,2364,55.5,565,565,550,N,NA,NA,NA,1,Training
1,2436,39.36,608,608,608,N,NA,NA,NA,1,Training
1,9158,24.84,658,443,443,Y,NA,NA,N,1,Training
1,1140,49.52,628,578,578,N,NA,NA,G,1,Training
1,1104,45.85,628,567,545,N,NA,NA,G,1,Training
1,9901,59.2,405,0,0,N,NA,NA,SS,1,Training
1,28010,72.27,595,-1,0,N,NA,NA,SS,1,Training
1,17334,27.73,575,0,0,Y,NA,NA,W,1,Training
1,13397,54.9,429,0,0,Y,NA,NA,SS,1,Training
1,3697,28.14,475,0,0,N,NA,NA,F,1,Training
1,23040,31.73,589,0,0,Y,NA,NA,NA,1,Training
1,9707,57.06,430,0,0,Y,NA,NA,SI,1,Training
1,1212,58.5,550,550,550,N,NA,NA,NA,1,Training
1,600,28.5,612,582,562,Y,NA,NA,N,1,Training
1,3536,29.25,590,523,523,Y,NA,NA,W,1,Training
2,15928,33.08,831,0,0,N,NA,NA,W,1,Training
1,9848,52.41,812,568,560,N,NA,NA,SS,1,Training
1,18804,31.81,631,0,0,Y,No,NA,W,1,Training
1,8494,47.2,521,372,348,Y,NA,NA,SS,1,Training
1,9348,55.37,478,0,0,N,Yes,NA,SS,1,Training
1,20826,58.51,631,0,0,Y,NA,NA,N,1,Training
1,25800,29.24,680,0,0,Y,NA,NA,W,1,Training
1,8088,60.8,470,0,0,N,NA,NA,NA,1,Training
3,2652,14.55,868,836,832,Y,NA,NA,G,1,Training
2,29800,26,796,0,0,Y,NA,NA,B,1,Training
2,26707,20.67,812,0,0,Y,NA,NA,W,1,Training
1,22560,,940,0,0,N,NA,NA,NA,1,Training
1,14040,,585,0,0,Y,NA,NA,NA,1,Training
1,9648,,402,0,0,N,NA,NA,NA,1,Training
1,11280,34.65,470,0,0,Y,NA,NA,NA,1,Training
1,1408,65.63,525,500,500,N,NA,NA,NA,1,Training
1,18732,59.49,478,0,0,N,NA,NA,SS,1,Training
3,21320,21.04,750,0,0,Y,NA,NA,W,1,Training
2,11474,24.29,631,0,0,N,NA,NA,SS,1,Training
1,16796,43.08,530,0,0,N,NA,NA,F,1,Training
2,44000,43.38,1325,0,0,Y,NA,NA,NA,1,Training
1,22695,54.28,435,0,0,N,NA,NA,F,1,Training
1,1068,53.87,599,538,508,N,NA,NA,G,1,Training
1,18158,39.82,500,0,0,Y,NA,NA,W,1,Training
1,13080,,545,0,0,Y,NA,NA,NA,1,Training
1,26237,27.97,570,0,0,Y,NA,NA,F,1,Training
1,7554,46.05,394,0,0,Y,NA,NA,SS,1,Training
1,2436,45.24,638,62,555,Y,NA,NA,G,1,Training
1,1068,53.99,608,608,608,N,NA,NA,NA,1,Training
1,1140,51.52,628,578,578,Y,NA,NA,G,1,Training
1,7280,36.98,625,0,0,Y,NA,NA,NA,1,Training
1,8251,48.12,405,0,0,N,NA,NA,SI,1,Training
2,60000,32.39,1365,0,0,N,NA,NA,NA,1,Training
1,1068,53.15,623,623,608,N,NA,NA,NA,1,Training
2,24720,20.96,893,0,0,Y,NA,NA,W,1,Training
1,10471,24.26,412,0,0,Y,NA,NA,NA,1,Training
2,5244,31.51,750,750,750,N,NA,NA,T,1,Training
1,9419,28.06,612,393,373,Y,NA,NA,W,1,Training
1,1068,48.74,616,567,549,Y,NA,NA,G,1,Training
3,9773,26.63,1181,374,933,Y,NA,NA,SI,1,Training
1,15528,42.23,450,0,0,N,NA,NA,NA,1,Training
1,9158,24.84,658,443,443,Y,NA,NA,N,1,Training
1,13397,54.9,429,0,0,Y,NA,NA,SS,1,Training
1,1486,22.66,625,507,538,Y,NA,NA,W,1,Training
1,1068,42.36,606,556,549,Y,NA,NA,G,1,Training
2,20600,31.22,695,0,0,N,NA,NA,W,1,Training
1,600,26.64,575,525,495,N,NA,NA,N,1,Training
1,1128,44.59,628,578,578,N,NA,NA,G,1,Training
1,44976,38.53,1099,0,0,N,NA,NA,NA,1,Training
3,16846,25.67,917,0,0,Y,NA,NA,W,1,Training
2,26707,20.67,812,0,0,Y,NA,NA,W,1,Training
1,9060,56.48,438,0,0,N,NA,NA,SS,1,Training
1,20255,25.06,845,0,0,Y,NA,NA,W,1,Training
1,2436,28.73,612,571,551,Y,NA,NA,G,1,Training
1,8700,27.41,530,0,0,N,NA,NA,F,1,Training
1,8339,58.01,405,0,0,Y,NA,NA,SS,1,Training
2,1000,23.52,930,0,0,N,NA,NA,NA,1,Training
1,12000,,500,0,0,Y,NA,NA,NA,1,Training
1,15080,24.45,440,0,0,Y,NA,NA,W,1,Training
2,23410,29.77,695,0,0,Y,NA,NA,W,1,Training
1,8376,59.49,411,0,0,Y,NA,NA,SS,1,Training
1,24800,64.93,650,0,0,N,NA,NA,W,1,Training
1,13140,60.73,440,0,0,N,NA,NA,SI,1,Training
1,28936,24.45,700,0,0,Y,NA,NA,W,1,Training
1,13728,34.02,464,0,0,N,NA,NA,W,1,Training
1,13229,56.33,455,0,0,Y,NA,NA,SI,1,Training
1,8622,34.45,411,0,0,Y,NA,NA,SS,1,Training
1,30000,44.33,825,0,0,Y,NA,NA,NA,1,Training
1,22452,44.29,460,0,0,Y,NA,NA,W,1,Training
1,18312,,763,502,674.5,N,NA,NA,NA,1,Training
1,11000,40.67,400,0,0,Y,NA,NA,NA,1,Training
1,15876,20.52,640,0,0,Y,NA,NA,SS,1,Training
1,24960,25.82,635,0,0,Y,NA,NA,W,1,Training
1,15600,46.23,437,0,0,Y,NA,NA,B,1,Training
4,9988,15.33,907,0,0,Y,NA,NA,T,1,Training
1,22121,55.77,460,0,0,Y,NA,NA,W,1,Training
1,35500,39.86,775,0,0,Y,NA,NA,NA,1,Training
2,12139,35.06,640,0,0,Y,NA,NA,NA,1,Training
1,1104,51.64,616,555,531,N,NA,NA,G,1,Training
1,24960,25.82,635,0,0,Y,NA,NA,W,1,Training
1,31356,39.29,701,0,0,N,NA,NA,W,1,Training
1,2436,56.23,42,191,191,N,NA,NA,G,1,Training
3,21320,21.04,750,0,0,Y,NA,NA,W,1,Training
1,1764,50.83,628,578,578,Y,NA,NA,CS,1,Training
1,9348,55.37,478,0,0,N,Yes,NA,SS,1,Training
2,15928,33.08,831,0,0,N,NA,NA,W,1,Training
1,42000,33.02,1099,0,0,Y,NA,NA,NA,1,Training
1,1476,59.71,464,451,455,N,Yes,NA,N,1,Training
4,6000,11.19,874,799,787,Y,NA,NA,CS,1,Training
1,1212,46.85,650,650,650,N,NA,NA,NA,1,Training
4,9988,15.33,907,0,0,Y,NA,NA,T,1,Training
2,23480,18.1,978,928,883,Y,NA,NA,W,1,Training
2,5244,20.27,738,719,360,N,NA,NA,T,1,Training
1,10632,,443,0,0,N,NA,NA,NA,1,Training
1,7787,57.1,653,379,443,N,NA,NA,SI,1,Training
1,1068,53.87,599,538,508,N,NA,NA,G,1,Training
1,40000,66.62,920,0,0,Y,NA,NA,NA,1,Training
1,31356,39.29,701,0,0,N,NA,NA,W,1,Training
1,53000,32.57,799,0,0,Y,NA,NA,NA,1,Training
1,19911,30.48,600,0,0,Y,NA,NA,W,1,Training
1,815,26.59,612,582,582,Y,NA,NA,N,1,Training
1,9303,52.36,405,0,0,N,NA,NA,SI,1,Training
1,3000,24.36,620,545,545,N,NA,NA,G,1,Training
1,2031,53.52,569,483,486,N,NA,NA,G,1,Training
1,6786,21.18,645,605,489,Y,NA,NA,W,1,Training
1,1104,28.96,550,550,550,N,NA,NA,NA,1,Training
1,10632,,443,0,0,N,NA,NA,NA,1,Training
1,1068,31.22,608,608,608,N,NA,NA,NA,1,Training
1,15120,24.07,575,631,631,N,NA,NA,W,1,Training
1,20280,30.66,671,0,0,Y,NA,NA,W,1,Training
1,25000,35.71,1020,0,0,N,NA,NA,NA,1,Training
1,12000,,500,0,0,Y,NA,NA,NA,1,Training
2,12139,35.06,640,0,0,Y,NA,NA,NA,1,Training
3,24000,37.87,852,0,0,Y,NA,NA,NA,1,Training
1,14592,60.54,608,608,608,N,NA,NA,NA,1,Training
2,4536,26.08,796,796,796,N,NA,NA,N,1,Training
2,12376,13.12,418,0,0,Y,NA,NA,W,1,Training
1,1068,50.43,456,456,456,N,NA,NA,NA,1,Training
2,24720,20.96,893,0,0,Y,NA,NA,W,1,Training
1,13250,25.32,470,0,0,Y,No,NA,W,1,Training
